Body_Type,Diet,Gender,Social_Activity,How_Often_Shower,Heating_Energy_Source,Transport,Vehicle_Type,Waste_Bag_Size,Frequency_Travelling_Air,New_Clothes_Monthly,Waste_Bag_Weekly,Monthly_Grocery_Bill,Daily_TV_PC_Hour,Vehicle_Monthly_Distance,Energy_Efficiency
overweight,vegetarian,other,high,twice a day,electricity,private,petrol,small,never,4,7,410,8.32,378,6.18
average,pescetarian,male,low,daily,solar,bike,hybrid,large,frequently,1,3,321,1.87,4960,4.47
average,vegan,male,moderate,daily,gas,hybrid,diesel,small,never,4,6,454,8.06,1701,1.95
overweight,vegetarian,other,moderate,rarely,wood,public,hybrid,medium,never,16,1,166,7.79,1966,5.98
underweight,omnivore,male,moderate,frequently,wood,public,diesel,medium,rarely,0,5,241,1.32,4922,8.51
average,vegan,male,low,twice a day,gas,hybrid,petrol,medium,frequently,3,1,172,9.4,1046,4.56
average,vegan,female,moderate,daily,gas,hybrid,petrol,medium,rarely,14,4,318,0.4,3706,5.55
underweight,pescetarian,male,moderate,twice a day,solar,private,hybrid,small,frequently,14,2,483,11.76,4886,4.59
overweight,omnivore,male,low,frequently,wood,bike,petrol,large,rarely,15,7,177,11.59,4057,7.33
athletic,pescetarian,female,low,rarely,gas,bike,petrol,large,never,12,4,569,9.44,984,5.96
underweight,omnivore,female,low,rarely,wood,private,diesel,medium,frequently,13,3,489,5.84,3777,5.63
athletic,pescetarian,other,low,rarely,wood,walk,petrol,medium,frequently,1,2,233,3.58,1482,2.96
athletic,omnivore,male,high,twice a day,solar,public,electric,small,rarely,9,3,185,4.07,1719,6.34
underweight,omnivore,female,low,twice a day,gas,hybrid,diesel,small,frequently,4,3,513,1.24,724,5.45
average,omnivore,male,low,daily,electricity,public,electric,medium,rarely,2,2,264,8.7,4462,7.32
athletic,vegetarian,other,moderate,frequently,gas,public,hybrid,medium,rarely,19,3,403,11.53,3089,6.69
athletic,vegan,male,moderate,frequently,wood,bike,electric,large,frequently,10,1,201,2.87,421,3.64
overweight,omnivore,male,low,frequently,electricity,private,petrol,large,rarely,12,5,70,11.73,412,6.67
average,vegetarian,male,low,twice a day,electricity,walk,hybrid,large,frequently,1,2,558,5.44,2226,7.88
athletic,vegetarian,female,low,rarely,wood,walk,petrol,medium,never,6,4,355,1.68,1040,6.86
overweight,pescetarian,female,moderate,frequently,electricity,private,hybrid,extra large,rarely,2,4,484,9.27,2393,5.5
average,vegan,other,moderate,daily,electricity,public,hybrid,small,never,12,5,53,9.96,848,6.95
underweight,vegan,male,low,twice a day,gas,private,diesel,small,rarely,5,4,122,4.05,1224,5.26
underweight,pescetarian,other,moderate,rarely,wood,private,electric,small,frequently,8,5,154,11.6,4729,4.05
overweight,vegan,other,moderate,frequently,solar,hybrid,petrol,medium,rarely,19,1,390,6.44,1917,6.59
underweight,pescetarian,female,low,rarely,electricity,hybrid,hybrid,medium,rarely,1,7,181,0.39,3348,1.17
athletic,vegetarian,male,moderate,daily,wood,public,diesel,small,frequently,11,7,369,4.14,3171,1.84
average,vegetarian,male,low,frequently,gas,bike,hybrid,small,never,14,4,74,9.19,3721,2.65
athletic,omnivore,other,high,frequently,gas,walk,electric,small,frequently,15,4,473,2.39,4218,9.81
athletic,pescetarian,male,high,rarely,gas,hybrid,hybrid,medium,never,2,1,568,1.58,1468,3.58
underweight,vegetarian,female,high,twice a day,electricity,public,electric,extra large,never,13,4,566,7.37,2167,5.5
athletic,vegetarian,other,moderate,rarely,solar,private,hybrid,extra large,rarely,0,4,326,3.59,851,6.13
underweight,pescetarian,other,high,daily,gas,hybrid,electric,extra large,rarely,15,1,481,7.36,3369,1.12
average,vegetarian,female,moderate,rarely,solar,private,petrol,large,never,5,6,140,3.79,739,1.69
average,vegan,female,low,rarely,wood,private,electric,large,frequently,14,1,110,9.26,1039,2.4
athletic,vegetarian,female,high,frequently,gas,hybrid,electric,medium,never,14,6,384,5.06,636,2.96
overweight,pescetarian,female,moderate,twice a day,electricity,public,petrol,extra large,rarely,2,1,254,11.83,3934,1.65
underweight,vegan,female,high,twice a day,gas,walk,electric,extra large,frequently,3,7,523,4.5,4436,6.85
underweight,vegan,female,moderate,twice a day,electricity,public,hybrid,large,frequently,16,6,105,1.76,4917,2.08
athletic,vegetarian,other,moderate,twice a day,wood,bike,hybrid,extra large,rarely,12,4,242,7.62,4594,9.06
underweight,omnivore,male,low,rarely,solar,bike,hybrid,small,frequently,1,5,75,8.74,861,5.53
underweight,vegan,male,moderate,frequently,solar,walk,petrol,large,frequently,0,6,323,4.13,2046,2.68
overweight,pescetarian,other,moderate,frequently,solar,bike,electric,small,never,19,5,377,8.95,588,3.08
overweight,omnivore,male,high,twice a day,gas,private,electric,extra large,never,5,7,64,4.1,1851,6.82
athletic,omnivore,male,low,rarely,gas,bike,hybrid,medium,rarely,4,2,327,1.17,1458,2.02
overweight,vegan,other,moderate,twice a day,wood,hybrid,electric,extra large,never,5,2,565,1,1917,1.4
athletic,vegetarian,male,high,twice a day,solar,private,hybrid,medium,frequently,17,7,70,5.72,2112,8.2
average,omnivore,male,low,frequently,wood,public,hybrid,small,rarely,0,4,95,11.8,1723,5.43
athletic,vegetarian,other,moderate,frequently,electricity,walk,hybrid,small,rarely,12,4,138,6.38,606,8.65
average,vegan,male,high,twice a day,gas,hybrid,petrol,extra large,rarely,5,5,557,6.39,1667,9.55
athletic,pescetarian,female,low,rarely,solar,hybrid,diesel,large,frequently,19,3,322,10.35,445,5.09
underweight,omnivore,other,low,twice a day,gas,walk,diesel,small,never,11,7,145,11.37,2707,3.73
overweight,pescetarian,male,low,frequently,solar,bike,electric,medium,frequently,9,2,115,2.11,1406,4.33
average,vegetarian,male,low,frequently,solar,walk,hybrid,medium,frequently,18,5,542,1.58,3247,9.04
athletic,vegetarian,female,moderate,rarely,gas,walk,diesel,large,never,2,4,267,8.19,4227,9.99
overweight,pescetarian,other,moderate,twice a day,gas,bike,diesel,extra large,never,14,2,482,7.34,2762,4.43
athletic,vegan,other,low,twice a day,wood,public,electric,small,frequently,13,2,340,4.15,2842,9.68
overweight,vegan,male,low,daily,gas,walk,petrol,extra large,never,3,6,109,10.75,2985,5.55
overweight,omnivore,female,moderate,twice a day,gas,bike,electric,small,frequently,6,2,311,6.51,2255,1.33
athletic,omnivore,female,high,rarely,gas,hybrid,electric,extra large,never,9,7,474,2.08,2032,2.82
average,vegan,female,low,frequently,electricity,walk,hybrid,large,frequently,13,4,250,4.67,4341,4.49
average,vegan,female,moderate,daily,electricity,walk,petrol,medium,never,1,5,587,10.53,4864,4.19
underweight,pescetarian,female,moderate,rarely,electricity,public,electric,extra large,rarely,0,3,282,0.22,3466,8.32
overweight,vegetarian,female,high,rarely,wood,public,diesel,extra large,never,15,4,211,10.06,1766,8.09
underweight,vegetarian,other,moderate,daily,wood,hybrid,diesel,small,frequently,15,2,271,11.42,3152,2.14
underweight,omnivore,male,low,twice a day,solar,public,electric,extra large,never,12,6,309,4.4,1461,1.51
athletic,vegan,male,moderate,daily,wood,hybrid,hybrid,extra large,never,0,6,408,3.42,4499,7.39
athletic,pescetarian,female,low,rarely,gas,walk,hybrid,large,frequently,5,7,275,1.99,3904,4.83
athletic,omnivore,other,moderate,twice a day,solar,bike,electric,extra large,never,3,7,314,0.48,2829,2.55
overweight,pescetarian,other,low,frequently,gas,public,petrol,large,rarely,1,1,118,8.12,4835,1.78
athletic,vegan,female,low,daily,solar,hybrid,hybrid,large,rarely,6,5,58,2.05,530,2.93
athletic,vegan,male,moderate,rarely,wood,public,diesel,large,rarely,13,4,330,10.74,3426,9.62
overweight,vegan,female,low,twice a day,electricity,public,petrol,small,rarely,0,2,244,5.47,1790,1.78
overweight,vegetarian,other,moderate,rarely,gas,private,electric,large,never,9,7,356,11.67,1241,5.96
average,vegan,female,moderate,twice a day,solar,walk,petrol,small,rarely,5,3,195,11.76,204,1.24
athletic,omnivore,male,moderate,twice a day,electricity,public,hybrid,medium,never,7,6,543,9.61,2923,9.13
athletic,vegetarian,male,low,daily,gas,bike,hybrid,large,rarely,8,2,492,5.28,1624,5.61
athletic,pescetarian,other,moderate,frequently,gas,private,diesel,extra large,rarely,10,2,236,5.55,2421,9.44
average,omnivore,female,high,twice a day,electricity,hybrid,electric,large,frequently,5,4,358,11.41,3662,3.92
athletic,omnivore,female,low,rarely,wood,hybrid,petrol,medium,never,7,6,531,8.73,1496,4.65
average,pescetarian,other,high,twice a day,electricity,bike,petrol,large,never,15,3,457,4.81,4245,7.75
underweight,vegetarian,female,high,frequently,wood,bike,petrol,small,never,16,6,291,10.35,3133,9.48
average,omnivore,other,high,rarely,solar,walk,petrol,medium,frequently,6,1,382,3.26,4210,2.26
underweight,omnivore,female,high,twice a day,wood,bike,diesel,medium,never,7,6,453,11.24,2746,4.58
athletic,omnivore,male,moderate,twice a day,solar,hybrid,diesel,small,frequently,7,6,420,2.91,312,9.74
underweight,vegetarian,other,high,daily,solar,walk,diesel,small,never,9,4,103,8.8,977,3.93
average,vegetarian,female,low,frequently,solar,bike,hybrid,extra large,rarely,8,6,294,7.77,3248,9.43
overweight,vegetarian,female,high,twice a day,solar,bike,diesel,medium,frequently,18,5,249,7.04,916,6.58
underweight,omnivore,female,high,frequently,gas,hybrid,diesel,large,frequently,9,3,484,5.62,695,5.33
underweight,vegan,other,high,twice a day,solar,walk,electric,small,frequently,16,1,422,6.69,2771,3.99
athletic,pescetarian,male,moderate,rarely,gas,private,electric,extra large,never,8,1,434,8.31,1576,5.58
average,vegan,female,high,frequently,gas,private,electric,small,rarely,13,3,270,7.6,3292,6.88
underweight,vegetarian,other,high,rarely,solar,walk,electric,small,frequently,1,5,297,3.32,4556,7.4
underweight,omnivore,female,high,frequently,wood,bike,diesel,extra large,frequently,2,7,120,3.26,175,1.69
underweight,omnivore,male,low,rarely,wood,bike,diesel,medium,never,19,2,532,7.79,317,6.76
underweight,vegan,male,moderate,twice a day,electricity,walk,hybrid,large,never,8,4,374,1.83,1588,9.03
overweight,vegan,male,moderate,rarely,gas,private,petrol,small,rarely,18,7,54,11.7,4999,4.84
average,pescetarian,other,moderate,rarely,gas,public,petrol,medium,frequently,17,5,544,10.16,4385,3.25
athletic,omnivore,female,low,twice a day,wood,hybrid,electric,extra large,frequently,17,6,289,5.44,2029,7.29
athletic,vegan,other,high,frequently,gas,walk,hybrid,extra large,frequently,10,1,240,6.3,435,2.02
overweight,pescetarian,female,low,rarely,wood,public,diesel,extra large,frequently,8,6,55,4.25,323,9.39
average,vegetarian,other,moderate,daily,electricity,hybrid,petrol,medium,frequently,11,5,368,1.83,497,5.62
underweight,vegan,female,moderate,daily,solar,public,electric,large,rarely,7,2,546,7.1,3542,6.95
overweight,vegetarian,other,moderate,rarely,solar,public,electric,medium,frequently,17,6,464,11.87,2428,4.17
average,pescetarian,female,low,rarely,solar,hybrid,petrol,medium,never,7,5,63,1.96,4900,4.87
underweight,vegetarian,other,moderate,rarely,electricity,public,petrol,extra large,frequently,3,5,257,6.43,2058,6.19
overweight,omnivore,male,high,frequently,gas,private,petrol,small,frequently,5,6,51,11.52,452,9.88
average,omnivore,other,low,twice a day,electricity,walk,diesel,small,frequently,15,1,451,11.79,2873,7.32
athletic,vegetarian,male,high,daily,gas,private,petrol,extra large,frequently,12,5,579,5.83,1813,9.41
athletic,omnivore,male,moderate,daily,gas,private,hybrid,small,frequently,15,6,84,0.88,3427,9.6
average,pescetarian,female,moderate,frequently,solar,hybrid,hybrid,extra large,rarely,19,4,131,3,2034,8.03
athletic,omnivore,male,low,rarely,wood,hybrid,petrol,medium,never,17,3,532,8.45,3286,1.37
average,vegetarian,male,high,rarely,wood,hybrid,diesel,extra large,rarely,7,6,440,0.84,2703,3.43
underweight,vegetarian,female,low,twice a day,solar,public,electric,large,never,0,7,535,7.65,3855,8.26
average,vegetarian,other,high,twice a day,gas,public,petrol,large,never,5,1,509,5.4,162,1.12
underweight,vegan,other,moderate,daily,electricity,walk,petrol,large,never,17,3,577,2.17,3538,5.37
overweight,vegetarian,male,low,twice a day,solar,public,petrol,medium,frequently,1,5,453,1.19,3944,7.9
average,pescetarian,other,low,daily,solar,walk,hybrid,small,rarely,7,2,182,8.2,4666,9.38
overweight,omnivore,male,high,frequently,electricity,private,hybrid,medium,never,5,6,366,2.11,2345,4.97
athletic,omnivore,other,moderate,rarely,gas,walk,electric,small,never,5,6,284,6.27,1299,8.46
underweight,vegan,other,moderate,rarely,solar,walk,diesel,medium,frequently,13,1,177,5.92,1668,5.11
average,vegan,other,high,daily,solar,hybrid,petrol,medium,frequently,2,5,112,8.08,4185,2.28
overweight,pescetarian,male,high,rarely,gas,public,petrol,large,rarely,17,5,477,5.18,3916,5.11
underweight,vegetarian,female,high,frequently,electricity,bike,petrol,medium,never,4,2,393,10.98,2423,4.98
underweight,vegan,other,high,twice a day,electricity,bike,electric,large,never,15,5,174,10.23,741,5.72
athletic,omnivore,other,high,frequently,wood,hybrid,petrol,medium,never,17,4,129,9.81,4663,9.37
athletic,vegan,other,moderate,rarely,wood,private,hybrid,extra large,rarely,8,7,216,3.33,2490,6.56
underweight,vegan,male,moderate,frequently,electricity,private,diesel,large,frequently,0,2,429,11.82,2006,1.81
underweight,vegetarian,female,low,rarely,wood,private,hybrid,extra large,frequently,10,1,64,6.29,3325,4.88
average,vegan,male,moderate,daily,wood,walk,petrol,medium,rarely,7,1,154,11.72,229,5.1
underweight,pescetarian,other,high,twice a day,gas,public,electric,medium,frequently,7,3,575,10.09,1061,8.43
average,omnivore,male,moderate,twice a day,solar,private,hybrid,extra large,never,12,4,268,10.38,173,5.65
underweight,vegetarian,other,moderate,rarely,wood,bike,diesel,small,never,7,6,443,8.47,693,4.89
athletic,omnivore,other,moderate,rarely,wood,walk,electric,small,rarely,15,4,406,2.09,586,2.21
average,pescetarian,male,low,twice a day,gas,private,petrol,small,frequently,17,7,349,11.5,1598,8.02
overweight,pescetarian,other,low,frequently,electricity,private,petrol,medium,rarely,8,1,213,4.8,1224,7.94
athletic,vegan,other,high,frequently,wood,public,electric,small,rarely,11,5,492,11.32,2967,2.8
average,vegan,female,high,frequently,solar,public,hybrid,small,frequently,2,7,414,10.53,3594,6.95
average,vegan,male,low,twice a day,wood,walk,hybrid,medium,rarely,0,6,114,9.87,2607,1.75
overweight,omnivore,male,moderate,daily,solar,bike,electric,medium,never,19,4,565,0.1,4226,6.2
average,pescetarian,other,moderate,rarely,electricity,hybrid,hybrid,small,rarely,19,4,173,6.92,2220,5.89
underweight,vegetarian,other,low,rarely,wood,bike,diesel,small,never,8,5,259,2.93,657,2.12
overweight,vegan,male,high,twice a day,solar,public,electric,extra large,never,7,7,126,10.57,3467,6.96
athletic,omnivore,male,moderate,daily,solar,public,diesel,medium,rarely,12,2,582,8.42,3965,1.78
athletic,vegan,male,high,twice a day,solar,hybrid,electric,medium,never,16,5,346,7.78,2750,8.32
underweight,pescetarian,other,moderate,frequently,electricity,bike,diesel,extra large,rarely,6,3,59,10.85,627,2.37
athletic,vegetarian,female,high,frequently,solar,bike,petrol,large,rarely,14,3,166,3.55,4916,4.84
average,pescetarian,female,moderate,rarely,gas,hybrid,petrol,large,frequently,13,6,532,1.29,2883,8.66
average,omnivore,other,high,rarely,electricity,public,hybrid,medium,rarely,15,1,246,3.66,1698,1.58
underweight,vegan,other,high,rarely,solar,walk,electric,medium,never,16,2,236,2.2,1251,8.21
athletic,pescetarian,other,high,rarely,electricity,bike,petrol,small,rarely,15,4,279,3.03,2556,7.73
athletic,omnivore,male,low,frequently,electricity,private,electric,large,rarely,17,6,329,6.8,2633,3.63
underweight,vegan,other,high,frequently,gas,bike,electric,small,frequently,13,1,281,5.46,1478,9.06
overweight,vegetarian,male,low,daily,solar,bike,diesel,large,frequently,5,1,165,11.77,2662,9.23
athletic,pescetarian,female,low,rarely,electricity,bike,petrol,extra large,never,19,6,476,5.02,1278,7.58
overweight,vegan,other,high,twice a day,electricity,public,hybrid,small,never,14,6,149,1.82,4740,8.44
athletic,vegan,other,low,daily,solar,private,hybrid,extra large,never,4,4,593,10.5,952,2.31
athletic,vegan,male,low,daily,gas,bike,hybrid,extra large,never,16,4,482,3.32,3309,4.98
athletic,vegan,male,low,frequently,wood,walk,electric,large,frequently,0,5,133,1.29,4888,9.73
athletic,pescetarian,male,moderate,rarely,solar,private,hybrid,medium,rarely,12,7,344,7.91,2141,1.86
average,vegan,female,high,daily,wood,hybrid,electric,medium,frequently,6,3,544,3.08,564,4.74
overweight,omnivore,female,low,rarely,solar,walk,petrol,extra large,frequently,18,4,228,0.19,4138,9.66
overweight,pescetarian,other,high,frequently,solar,hybrid,electric,medium,frequently,4,5,344,7.96,1291,6.27
athletic,vegan,other,low,daily,electricity,bike,hybrid,small,rarely,8,7,365,0.87,4677,1.26
athletic,pescetarian,male,high,daily,solar,public,petrol,large,rarely,3,3,587,0.03,2939,8.67
overweight,omnivore,female,low,twice a day,gas,bike,hybrid,small,frequently,6,2,100,8.19,4500,3.91
average,omnivore,other,moderate,frequently,gas,bike,electric,medium,rarely,12,2,373,5.44,4045,1.32
underweight,pescetarian,male,moderate,twice a day,solar,hybrid,electric,extra large,frequently,7,2,203,9.65,3844,8.48
underweight,vegan,male,moderate,frequently,electricity,bike,hybrid,large,frequently,3,4,581,1.97,3090,7.71
overweight,vegan,female,low,twice a day,electricity,walk,petrol,extra large,never,7,3,254,6.13,880,5.78
athletic,omnivore,female,high,frequently,wood,public,electric,large,frequently,15,6,120,1.39,704,4.27
